Gss year for this respondent                       ,Respondent income in constant dollars,Happiness of marriage,General happiness,Any opp. race in neighborhood,Political party affiliation,Number of persons in household,Race of respondent,"Highest year school completed, spouse",Highest year of school completed,Number of children,Number of brothers and sisters,Spouse labor force status,Marital status,Number of hours worked last week,Respondent id number,Ballot used for interview
2014,0,Not too happy,Pretty happy,No,"Ind,near dem",3,White,8,14,0,1,Other,Married,Not applicable,2204,Ballot a
2014,0,Not applicable,Pretty happy,Yes,Independent,2,White,Not applicable,12,0,2,Not applicable,Widowed,Not applicable,2205,Ballot c
2014,0,Pretty happy,Pretty happy,Yes,"Ind,near rep",2,White,13,16,0,6,Working fulltime,Married,30,2206,Ballot a
2014,0,Very happy,Pretty happy,No,Strong republican,2,White,14,12,2,2,Working parttime,Married,60,2207,Ballot c
2014,0,Not applicable,Very happy,No,Other party,1,White,Not applicable,18,4,5,Not applicable,Widowed,Not applicable,2208,Ballot a
2014,0,Not applicable,Very happy,No,"Ind,near rep",1,Other,Not applicable,7,0,10,Not applicable,Never married,Not applicable,2209,Ballot b
2014,0,Pretty happy,Pretty happy,No,Strong democrat,2,White,15,3,5,3,Retired,Married,Not applicable,2210,Ballot a
2014,0,Not applicable,Not too happy,No,"Ind,near dem",5,White,Not applicable,10,3,2,Not applicable,Widowed,Not applicable,2211,Ballot a
2014,0,Very happy,Pretty happy,Yes,"Ind,near rep",2,Other,15,13,3,8,Working fulltime,Married,40,2212,Ballot b
2014,0,Pretty happy,Pretty happy,Yes,Not str republican,4,White,9,11,2,13,Working fulltime,Married,Not applicable,2213,Ballot c
2014,88680,Very happy,Pretty happy,No,Not str democrat,2,White,18,20,1,1,Working fulltime,Married,30,2214,Ballot b
2014,40645,Very happy,Pretty happy,No,"Ind,near dem",2,White,12,12,2,3,Working fulltime,Married,10,2215,Ballot b
2014,0,Pretty happy,Pretty happy,Yes,Independent,2,White,12,9,4,6,Keeping house,Married,Not applicable,2216,Ballot a
2014,0,Not applicable,Pretty happy,Yes,Independent,3,White,Not applicable,9,3,13,Not applicable,Divorced,Not applicable,2217,Ballot b
2014,15703.75,Very happy,Pretty happy,Yes,Not str republican,2,White,16,13,1,8,School,Married,12,2218,Ballot c
2014,8313.75,Very happy,Very happy,Yes,Strong republican,3,White,11,18,2,16,Working fulltime,Married,40,2219,Ballot c
2014,0,Pretty happy,Pretty happy,Yes,Independent,5,White,5,9,3,3,Working parttime,Married,Not applicable,2220,Ballot b
2014,17551.25,Very happy,Very happy,Yes,Not str republican,3,White,10,11,2,1,Working fulltime,Married,40,2221,Ballot a
2014,2586.5,Not applicable,Very happy,Yes,Not str democrat,2,Other,Not applicable,12,0,3,Not applicable,Widowed,40,2222,Ballot b
2014,20322.5,Very happy,Very happy,Yes,Independent,1,Black,16,14,0,4,School,Married,40,2223,Ballot c
2014,13856.25,Very happy,Pretty happy,Yes,"Ind,near dem",2,White,12,11,5,4,Working parttime,Married,40,2224,Ballot c
2014,6651,Not applicable,Not too happy,Yes,"Ind,near dem",1,White,Not applicable,11,0,4,Not applicable,Never married,60,2225,Ballot b
2014,24017.5,Not too happy,Pretty happy,Yes,Independent,3,White,16,12,0,5,Working fulltime,Married,70,2226,Ballot b
2014,24017.5,Not applicable,Pretty happy,Yes,"Ind,near rep",2,White,Not applicable,12,0,1,Not applicable,Divorced,40,2227,Ballot c
2014,60967.5,Pretty happy,Very happy,Yes,Not str democrat,4,White,18,20,2,2,Working fulltime,Married,70,2228,Ballot a
2014,0,Very happy,Very happy,Yes,Not str republican,3,White,14,15,1,1,Working fulltime,Married,Not applicable,2229,Ballot c
2014,24017.5,Pretty happy,Not too happy,Yes,"Ind,near dem",1,White,13,9,2,5,Keeping house,Married,70,2230,Ballot c
2014,0,Pretty happy,Pretty happy,No,"Ind,near rep",4,Other,18,18,2,3,Working fulltime,Married,Not applicable,2231,Ballot b
2014,33255,Very happy,Very happy,Yes,Strong republican,4,White,16,16,2,4,Keeping house,Married,40,2232,Ballot c
2014,40645,Not applicable,Pretty happy,Yes,Strong republican,2,White,Not applicable,15,1,9,Not applicable,Never married,40,2233,Ballot a
2014,0,Pretty happy,Pretty happy,Yes,"Ind,near dem",4,White,14,12,3,2,Working fulltime,Married,Not applicable,2234,Ballot a
2014,27712.5,Very happy,Very happy,Yes,Strong democrat,5,Black,14,18,3,2,Working fulltime,Married,40,2235,Ballot a
2014,60967.5,Very happy,Very happy,Yes,Not str republican,4,Other,16,16,2,1,Keeping house,Married,50,2236,Ballot b
2014,49882.5,Very happy,Very happy,Don't know,"Ind,near rep",4,White,16,16,2,3,Keeping house,Married,80,2237,Ballot b
2014,0,Not applicable,Pretty happy,Don't know,Independent,4,White,Not applicable,12,2,4,Not applicable,Divorced,24,2238,Ballot a
2014,49882.5,Pretty happy,Pretty happy,Yes,Independent,2,White,13,15,3,2,Working fulltime,Married,40,2239,Ballot c
2014,3325.5,Very happy,Pretty happy,Yes,Strong democrat,2,White,13,13,0,0,Working fulltime,Married,40,2240,Ballot a
2014,0,Not applicable,Pretty happy,Yes,Not str democrat,2,Black,Not applicable,12,0,8,Not applicable,Never married,Not applicable,2241,Ballot a
2014,1478,Not applicable,Pretty happy,Yes,Not str democrat,4,White,Not applicable,12,0,1,Not applicable,Never married,25,2242,Ballot b
2014,33255,Not applicable,Not too happy,Yes,"Ind,near rep",1,White,Not applicable,14,1,6,Not applicable,Never married,48,2243,Ballot a
2014,0,Pretty happy,Pretty happy,Yes,Not str republican,2,White,16,13,0,3,Working parttime,Married,35,2244,Ballot a
2014,88680,Very happy,Pretty happy,No,"Ind,near rep",4,White,10,12,3,1,Keeping house,Married,Not applicable,2245,Ballot c
2014,40645,Very happy,Very happy,No,"Ind,near rep",2,White,15,16,0,2,Working fulltime,Married,50,2246,Ballot a
2014,0,Not applicable,Pretty happy,No,"Ind,near dem",1,White,Not applicable,16,0,3,Not applicable,Never married,Not applicable,2247,Ballot b
2014,5542.5,Not too happy,Not too happy,No,"Ind,near dem",4,White,13,13,3,4,"Unempl, laid off",Married,Not applicable,2248,Ballot a
2014,60967.5,Pretty happy,Pretty happy,No,Independent,2,White,14,18,0,3,Working fulltime,Married,56,2249,Ballot b
2014,33255,Very happy,Very happy,Yes,"Ind,near rep",1,White,17,20,0,1,Other,Married,10,2250,Ballot a
2014,369.5,Very happy,Pretty happy,No,Independent,3,White,16,14,2,2,Working fulltime,Married,15,2251,Ballot a
2014,12008.75,Pretty happy,Pretty happy,No,Independent,2,White,9,12,2,2,Other,Married,42,2252,Ballot a
2014,0,Pretty happy,Pretty happy,No,Not str democrat,2,White,9,11,2,3,Working fulltime,Married,Not applicable,2253,Ballot c
2014,0,Not applicable,Very happy,No,Not str republican,1,White,Not applicable,12,2,4,Not applicable,Widowed,Not applicable,2254,Ballot c
2014,0,Pretty happy,Pretty happy,No,"Ind,near rep",2,White,15,15,2,2,Working fulltime,Married,Not applicable,2255,Ballot c
2014,0,Very happy,Pretty happy,No,Independent,4,White,15,11,4,3,Other,Married,Not applicable,2256,Ballot c
2014,40645,Very happy,Pretty happy,No,Independent,4,White,13,9,0,3,Keeping house,Married,60,2257,Ballot a
2014,73900,Very happy,Pretty happy,No,"Ind,near rep",2,White,12,12,3,5,Other,Married,Not applicable,2258,Ballot a
2014,6651,Very happy,Very happy,No,Independent,2,White,12,12,7,8,Other,Married,5,2259,Ballot a
2014,0,Not applicable,Pretty happy,No,"Ind,near dem",2,White,Not applicable,10,5,4,Not applicable,Divorced,32,2260,Ballot a
2014,369.5,Not applicable,Pretty happy,Yes,Independent,1,White,Not applicable,12,1,3,Not applicable,Never married,40,2261,Ballot b
2014,0,Pretty happy,Pretty happy,No,Strong republican,3,White,14,12,2,0,Keeping house,Married,40,2262,Ballot b
2014,4803.5,Not applicable,Not too happy,No,Not str republican,2,White,Not applicable,12,0,1,Not applicable,Never married,Not applicable,2263,Ballot c
2014,15703.75,Not too happy,Not too happy,No,Not str democrat,2,White,16,8,3,5,Working fulltime,Married,40,2264,Ballot c
2014,0,Very happy,Pretty happy,Yes,Independent,2,White,12,16,2,1,Retired,Married,Not applicable,2265,Ballot b
2014,158656.952,Very happy,Pretty happy,No,Not str republican,4,White,16,16,3,4,Keeping house,Married,60,2266,Ballot c
2014,0,Pretty happy,Pretty happy,Yes,Independent,2,White,18,16,2,2,Retired,Married,Not applicable,2267,Ballot c
2014,49882.5,Very happy,Not too happy,No,"Ind,near rep",3,White,20,14,2,8,Working fulltime,Married,40,2268,Ballot b
2014,40645,Very happy,Very happy,Yes,"Ind,near rep",2,White,16,16,2,6,Working fulltime,Married,40,2269,Ballot c
2014,0,Very happy,Pretty happy,Yes,Strong democrat,2,White,17,18,0,2,Working fulltime,Married,Not applicable,2270,Ballot b
2014,33255,Very happy,Very happy,Yes,Strong republican,2,White,20,16,2,4,Working fulltime,Married,50,2271,Ballot b
2014,10161.25,Pretty happy,Pretty happy,Yes,Strong republican,5,White,18,16,3,2,Working fulltime,Married,25,2272,Ballot c
2014,49882.5,Not applicable,Very happy,Yes,"Ind,near rep",1,White,Not applicable,20,1,3,Not applicable,Divorced,32,2273,Ballot a
2014,33255,Very happy,Very happy,Yes,Strong republican,4,White,12,13,2,1,Working fulltime,Married,40,2274,Ballot b
2014,0,Not applicable,Pretty happy,No,Not str republican,1,White,Not applicable,12,4,5,Not applicable,Divorced,Not applicable,2275,Ballot c
2014,60967.5,Very happy,Very happy,No,Strong democrat,2,White,9,16,2,2,Retired,Married,Not applicable,2276,Ballot a
2014,0,Very happy,Very happy,No,Strong democrat,2,White,6,12,5,8,Keeping house,Married,Not applicable,2277,Ballot a
2014,20322.5,Very happy,Pretty happy,No,Not str democrat,4,White,12,14,1,2,Working fulltime,Married,40,2278,Ballot b
2014,2586.5,Pretty happy,Pretty happy,No,Not str democrat,2,White,12,12,2,2,Keeping house,Married,40,2279,Ballot b
2014,0,Not applicable,Very happy,Yes,Not str republican,2,Black,Not applicable,12,1,4,Not applicable,Widowed,Not applicable,2280,Ballot a
2014,33255,Very happy,Very happy,Yes,Not str republican,2,White,14,12,2,1,Working fulltime,Married,20,2281,Ballot c
2014,0,Not applicable,Pretty happy,Yes,"Ind,near dem",1,White,Not applicable,11,3,5,Not applicable,Widowed,Not applicable,2282,Ballot b
2014,40645,Very happy,Pretty happy,Don't know,"Ind,near rep",2,White,13,12,2,2,"Unempl, laid off",Married,52,2283,Ballot a
2014,0,Very happy,Very happy,No,Strong democrat,5,White,11,12,3,1,Working fulltime,Married,Not applicable,2284,Ballot a
2014,0,Pretty happy,Pretty happy,No,"Ind,near rep",4,White,11,11,2,3,Working fulltime,Married,Not applicable,2285,Ballot b
2014,15703.75,Very happy,Pretty happy,Yes,Strong democrat,2,Black,12,13,3,4,Working fulltime,Married,36,2286,Ballot c
2014,158656.952,Very happy,Very happy,Yes,Strong republican,3,White,12,12,5,3,Temp not working,Married,Not applicable,2287,Ballot a
2014,8313.75,Not applicable,Very happy,No,Independent,2,Other,Not applicable,17,1,6,Not applicable,Never married,40,2288,Ballot b
2014,0,Not applicable,Pretty happy,Don't know,Not str democrat,1,White,Not applicable,11,4,3,Not applicable,Widowed,Not applicable,2289,Ballot b
2014,33255,Not applicable,Pretty happy,Yes,Independent,1,White,Not applicable,12,3,4,Not applicable,Separated,30,2290,Ballot c
2014,49882.5,Very happy,Very happy,Yes,Not str democrat,2,White,10,13,2,6,Keeping house,Married,40,2291,Ballot b
2014,0,Not applicable,Not too happy,Yes,Strong republican,1,White,Not applicable,11,2,3,Not applicable,Divorced,Not applicable,2292,Ballot a
2014,158656.952,Not applicable,Not too happy,Yes,Other party,1,White,Not applicable,20,2,7,Not applicable,Divorced,50,2293,Ballot c
2014,49882.5,Pretty happy,Pretty happy,No,"Ind,near dem",2,White,16,16,1,3,Working fulltime,Married,50,2294,Ballot b
2014,15703.75,Pretty happy,Pretty happy,No,Independent,4,White,12,14,4,6,Temp not working,Married,52,2295,Ballot c
2014,0,Very happy,Pretty happy,No,Not str republican,2,White,15,15,0,9,Retired,Married,Not applicable,2296,Ballot c
2014,33255,Not applicable,Pretty happy,No,Independent,1,White,Not applicable,16,3,2,Not applicable,Divorced,Not applicable,2297,Ballot b
2014,33255,Very happy,Pretty happy,Yes,"Ind,near rep",2,White,16,16,3,3,Retired,Married,60,2298,Ballot c
2014,17551.25,Not applicable,Not too happy,Yes,"Ind,near dem",1,White,Not applicable,12,2,1,Not applicable,Never married,47,2299,Ballot b
2014,20322.5,Pretty happy,Pretty happy,No,Not str democrat,4,White,12,15,2,3,Working fulltime,Married,40,2300,Ballot b
2014,0,Not applicable,Pretty happy,Yes,"Ind,near rep",1,White,Not applicable,14,1,2,Not applicable,Divorced,72,2301,Ballot b
2014,49882.5,Very happy,Very happy,Yes,Strong republican,2,White,9,15,3,7,Working fulltime,Married,28,2302,Ballot b
2014,0,Not applicable,Pretty happy,No,Strong democrat,1,White,Not applicable,16,2,2,Not applicable,Widowed,Not applicable,2303,Ballot a
2014,0,Very happy,Very happy,No,Strong republican,2,White,14,18,3,2,Retired,Married,Not applicable,2304,Ballot a
2014,0,Pretty happy,Pretty happy,No,Not str democrat,3,White,12,12,2,3,Retired,Married,Not applicable,2305,Ballot a
2014,0,Very happy,Very happy,No,Independent,2,White,12,11,3,2,Working fulltime,Married,Not applicable,2306,Ballot a
2014,0,Not applicable,Very happy,Yes,Other party,1,White,Not applicable,12,1,0,Not applicable,Divorced,30,2307,Ballot b
2014,6651,Very happy,Very happy,No,Strong democrat,2,White,13,12,0,2,Working parttime,Married,15,2308,Ballot a
2014,0,Very happy,Pretty happy,No,"Ind,near dem",2,White,14,10,4,11,Keeping house,Married,Not applicable,2309,Ballot c
2014,0,Very happy,Very happy,Yes,Strong democrat,2,White,12,12,2,9,Retired,Married,Not applicable,2310,Ballot c
2014,0,Very happy,Very happy,No,Independent,2,White,12,12,3,2,Working fulltime,Married,Not applicable,2311,Ballot b
2014,24017.5,Not applicable,Pretty happy,Yes,Strong democrat,1,White,Not applicable,16,3,1,Not applicable,Divorced,40,2312,Ballot a
2014,49882.5,Very happy,Very happy,No,Not str republican,2,White,12,12,2,2,Keeping house,Married,70,2313,Ballot c
2014,24017.5,Pretty happy,Pretty happy,No,Independent,2,White,12,12,3,3,Working fulltime,Married,36,2314,Ballot b
2014,73900,Very happy,Pretty happy,No,Not str republican,2,White,14,12,3,2,Keeping house,Married,50,2315,Ballot b
2014,0,Not applicable,Pretty happy,Yes,Independent,2,White,Not applicable,12,3,1,Not applicable,Divorced,Not applicable,2316,Ballot b
2014,27712.5,Very happy,Very happy,Yes,Other party,2,White,15,13,0,2,Working fulltime,Married,45,2317,Ballot a
2014,40645,Not applicable,Pretty happy,Yes,Not str republican,1,Black,Not applicable,12,0,7,Not applicable,Never married,89,2318,Ballot c
2014,17551.25,Not applicable,Pretty happy,Yes,Not str democrat,2,White,Not applicable,16,0,0,Not applicable,Never married,28,2319,Ballot a
2014,33255,Not applicable,Pretty happy,Yes,Strong democrat,1,White,Not applicable,16,1,8,Not applicable,Never married,60,2320,Ballot b
2014,24017.5,Not applicable,Pretty happy,Yes,"Ind,near rep",1,White,Not applicable,16,0,4,Not applicable,Never married,45,2321,Ballot c
2014,33255,Not applicable,Pretty happy,Yes,Not str democrat,1,Black,Not applicable,10,2,1,Not applicable,Never married,40,2322,Ballot a
2014,0,Very happy,Pretty happy,Yes,Not str democrat,2,White,12,8,4,10,Retired,Married,Not applicable,2323,Ballot a
2014,1478,Pretty happy,Pretty happy,Yes,Not str republican,4,White,14,12,5,8,Working fulltime,Married,32,2324,Ballot a
2014,40645,Pretty happy,Not too happy,No,"Ind,near rep",2,White,12,16,1,1,Keeping house,Married,Not applicable,2325,Ballot c
2014,0,Not applicable,Pretty happy,Yes,Not str democrat,1,Black,Not applicable,16,0,2,Not applicable,Never married,40,2326,Ballot a
2014,20322.5,Not applicable,Pretty happy,Yes,Not str republican,3,White,Not applicable,12,0,1,Not applicable,Never married,Not applicable,2327,Ballot c
2014,0,Very happy,Very happy,No,Other party,2,White,12,12,2,3,Working fulltime,Married,Not applicable,2328,Ballot c
2014,24017.5,Very happy,Very happy,Yes,Not str republican,2,Black,16,18,3,6,Retired,Married,40,2329,Ballot b
2014,0,Very happy,Very happy,Yes,Not str republican,2,White,12,15,3,3,Working fulltime,Married,Not applicable,2330,Ballot a
2014,20322.5,Very happy,Very happy,Yes,"Ind,near dem",2,White,10,14,4,3,Keeping house,Married,39,2331,Ballot b
2014,0,Pretty happy,Not too happy,Yes,Independent,2,White,14,14,3,2,Keeping house,Married,Not applicable,2332,Ballot a
2014,15703.75,Pretty happy,Very happy,Yes,"Ind,near dem",2,White,16,15,0,2,Working fulltime,Married,Not applicable,2333,Ballot b
2014,0,Not applicable,Pretty happy,No,Strong republican,1,White,Not applicable,13,1,1,Not applicable,Divorced,Not applicable,2334,Ballot a
2014,0,Very happy,Pretty happy,Yes,Not str republican,2,White,8,8,4,6,Retired,Married,Not applicable,2335,Ballot c
2014,40645,Very happy,Very happy,No,"Ind,near rep",2,White,12,12,2,3,Working fulltime,Married,40,2336,Ballot c
2014,0,Not applicable,Not too happy,Yes,Not str republican,1,Black,Not applicable,14,2,4,Not applicable,Divorced,40,2337,Ballot c
2014,1478,Not too happy,Not too happy,Yes,Strong democrat,4,White,12,12,2,0,School,Married,Not applicable,2338,Ballot b
2014,0,Not applicable,Pretty happy,Yes,Strong democrat,2,White,Not applicable,20,0,5,Not applicable,Never married,Not applicable,2339,Ballot a
2014,49882.5,Very happy,Pretty happy,Yes,Strong republican,4,White,20,20,3,3,Working fulltime,Married,40,2340,Ballot c
2014,0,Not applicable,Pretty happy,No,Strong republican,1,White,Not applicable,13,0,5,Not applicable,Never married,50,2341,Ballot c
2014,10161.25,Very happy,Very happy,Yes,Not str democrat,2,Black,18,14,3,11,Working fulltime,Married,40,2342,Ballot a
2014,0,Very happy,Pretty happy,Yes,Not str republican,2,White,18,16,0,3,Working fulltime,Married,45,2343,Ballot a
2014,27712.5,Not applicable,Pretty happy,Yes,"Ind,near rep",4,White,Not applicable,13,2,9,Not applicable,Divorced,40,2344,Ballot a
2014,0,Pretty happy,Pretty happy,Yes,"Ind,near dem",3,White,12,13,6,4,Keeping house,Married,40,2345,Ballot a
2014,0,Not too happy,Pretty happy,Yes,Independent,4,Other,12,9,2,4,Working fulltime,Married,Not applicable,2346,Ballot c
2014,0,Very happy,Very happy,Yes,"Ind,near dem",2,Black,15,14,2,6,Working fulltime,Married,50,2347,Ballot a
2014,49882.5,Not applicable,Pretty happy,Yes,Not str democrat,1,Black,Not applicable,14,3,2,Not applicable,Widowed,45,2348,Ballot a
